Longitude,Latitude
,
32.84057112,-86.63186076
64.84507996,-147.722059
34.86597028,-111.7638113
34.74865012,-92.27449074
37.63864012,-120.9999995
38.84384076,-106.1336109
41.56266102,-72.64984095
39.00883067,-75.57774117
38.907192,-77.036871
28.93204038,-81.92896054
32.83968109,-83.62758035
21.30485044,-157.8577494
43.68263001,-114.36373
40.48501028,-88.99771018
39.76691045,-86.14996019
42.46940091,-93.81649056
38.3477403,-98.20078123
37.64597027,-84.77497105
