STAID,STATE,FIPS,LAT_DMS , LON_DMS,WELLDPTH  ,SAMPDATE ,SAMPTIME,AS_RMRK,AS_CONC,LAT_DD,LON_DD
16S,2S,6N,6S,7S,10N,9S,5S,1S,10N,12N,12N
4.31241E+14,ID,16039,431241,1155739,1100,25-Aug-80,1030,.,4,43.21139,115.96083
4.61838E+14,ID,16035,461838,1155751,180,11-Aug-94,845,<,1,46.31056,115.96416
4.24956E+14,ID,16073,424956,1155805,1140,12-Apr-89,1230,.,12,42.83222,115.96806
4.24816E+14,ID,16073,424816,1155807,1000,12-Apr-89,1400,.,14,42.80444,115.96861
4.32317E+14,ID,16039,432328,1155811,62,21-Sep-93,1055,.,2,43.39111,115.96972
4.35502E+14,ID,16015,435502,1155812,118,16-Jul-92,1215,<,1,43.91722,115.97
4.40808E+14,ID,16015,440808,1155817,163,3-Aug-93,1640,<,1,44.13555,115.97139
4.60635E+14,ID,16049,460635,1155820,612,29-Nov-90,1330,<,1,46.10972,115.97222
4.24709E+14,ID,16073,424709,1155823,1390,1-May-89,1100,.,11,42.78583,115.97305
4.32805E+14,ID,16039,432805,1155823,260,21-Sep-93,1315,.,2,43.46806,115.97305
4.40637E+14,ID,16015,440637,1155825,68,7-Sep-95,1555,.,1,44.11028,115.97361
4.43656E+14,ID,16085,443656,1155832,,27-Jun-79,1245,.,3,44.61555,115.97556
4.25553E+14,ID,16073,425553,1155832,98,11-Sep-80,1110,.,31,42.93139,115.97556
4.33539E+14,ID,16015,433539,1155835,167,12-Jul-93,1030,<,1,43.59417,115.97639
4.72939E+14,ID,16079,472939,1155837,225,10-Aug-93,1041,<,1,47.49417,115.97694
4.60631E+14,ID,16049,460631,1155853,601,29-Nov-90,1215,<,1,46.10861,115.98139
4.256E+14,ID,16073,425600,1155916,380,15-Sep-94,1050,.,15,42.93334,115.98778
4.33443E+14,ID,16001,433443,1155916,199,21-Aug-95,1620,.,2,43.57861,115.98778
4.42801E+14,ID,16085,442801,1155939,95,14-Aug-96,1745,<,1,44.46695,115.99416
4.32306E+14,ID,16001,432306,1155952,711,23-Aug-95,1450,.,2,43.385,115.99778
4.30204E+14,ID,16039,430204,1160005,301,24-Sep-80,1515,.,2,43.03444,116.00139
4.25632E+14,ID,16073,425632,1160012,440,16-Aug-93,1525,.,10,42.94222,116.00333
4.43006E+14,ID,16085,443006,1160027,72,29-Jul-95,845,.,2,44.50167,116.0075
4.45005E+14,ID,16085,445005,1160029,75,29-Jul-95,1100,.,1,44.83472,116.00806
4.42506E+14,ID,16085,442506,1160030,10,8-Oct-91,1530,<,1,44.41833,116.00833
4.30136E+14,ID,16039,430136,1160042,360,9-Aug-95,1102,.,2,43.02667,116.01167
4.31946E+14,ID,16001,431946,1160045,900,22-Aug-95,916,.,2,43.32944,116.0125
4.73057E+14,ID,16079,473039,1160057,75,13-Aug-96,755,<,1,47.51083,116.01583
4.31832E+14,ID,16001,431832,1160104,960,27-Aug-96,1505,.,6,43.30889,116.01778
4.42025E+14,ID,16085,442023,1160125,87,29-Jul-95,1350,.,1,44.33972,116.02361
4.32918E+14,ID,16001,432918,1160138,995,6-Sep-95,1055,.,2,43.48833,116.02722
4.52427E+14,ID,16049,452427,1160139,,3-Jun-80,1840,.,1,45.4075,116.0275
4.43039E+14,ID,16085,443033,1160141,226,14-Aug-96,1010,<,1,44.50917,116.02805
4.55906E+14,ID,16049,455906,1160153,184,7-Aug-96,720,<,1,45.985,116.03139
4.71507E+14,ID,16079,471507,1160154,60,11-Aug-93,1005,<,1,47.25195,116.03167
4.71459E+14,ID,16079,471459,1160206,140,11-Aug-93,1150,.,3,47.24972,116.035
3.6353E+14,NV,32023,363530,1160214,1950,18-Dec-91,1015,.,11,36.59167,116.03722
4.41834E+14,ID,16085,441834,1160221,184,30-Aug-93,1900,<,1,44.30944,116.03917
4.60426E+14,ID,16049,460426,1160221,81,9-Sep-93,820,<,1,46.07389,116.03917
4.42758E+14,ID,16085,442758,1160224,98,31-Aug-93,910,<,1,44.46611,116.04
4.60714E+14,ID,16049,460714,1160238,430,17-Jul-96,1605,<,1,46.12056,116.04389
4.25617E+14,ID,16073,425617,1160244,428,21-Aug-95,1632,.,2,42.93806,116.04556
4.25408E+14,ID,16073,425408,1160246,396,18-Aug-80,1115,.,20,42.90222,116.04611
3.41341E+14,CA,6071,341341,1160249,397,31-Jan-96,1120,.,23,34.22805,116.04694
4.44122E+14,ID,16085,444121,1160251,66,6-Oct-94,1125,.,1,44.68917,116.0475
4.43746E+14,ID,16085,443746,1160253,77,7-Sep-94,1435,<,1,44.62945,116.04806
3.32501E+14,CA,6025,332501,1160257,489,13-Jun-79,2000,.,2,33.41694,116.04916
4.25636E+14,ID,16073,425636,1160258,400,17-Aug-93,1345,<,1,42.94333,116.04945
4.62646E+14,ID,16035,462646,1160308,205,18-Jul-96,1430,<,1,46.44611,116.05222
4.44351E+14,ID,16085,444436,1160317,110,28-Jul-95,1800,.,3,44.74333,116.05473
4.25643E+14,ID,16073,425643,1160322,425,9-Sep-80,1245,.,1,42.94528,116.05611
4.32555E+14,ID,16001,432555,1160330,1000,10-Jul-96,1015,.,4,43.43195,116.05833
3.32744E+14,CA,6065,332744,1160338,277,12-Jun-79,1045,.,40,33.46222,116.06055
3.32601E+14,CA,6065,332601,1160338,467,13-Jun-79,1145,.,2,33.43361,116.06055
3.32613E+14,CA,6065,332613,1160339,531,13-Jun-79,955,.,1,33.43694,116.06084
3.41449E+14,CA,6071,341449,1160342,440,30-Jan-96,1600,.,29,34.24694,116.06167
4.33132E+14,ID,16001,433132,1160347,100,10-Jul-96,1330,.,1,43.52555,116.06306
4.25404E+14,ID,16073,425404,1160358,,18-Aug-80,1115,.,20,42.90111,116.06611
4.44947E+14,ID,16085,444947,1160402,35,28-Jul-95,1230,<,1,44.82972,116.06722
3.41419E+14,CA,6071,341419,1160404,450,5-Aug-93,833,.,19,34.23861,116.06778
3.41419E+14,CA,6071,341419,1160404,270,13-Aug-93,1150,.,160,34.23861,116.06778
4.3013E+14,ID,16039,430130,1160405,280,18-Aug-93,1215,.,7,43.025,116.06805
4.3022E+14,ID,16039,430220,1160407,,29-Sep-93,1100,.,4,43.03889,116.06861
4.30213E+14,ID,16039,430213,1160425,400,19-Aug-80,1645,.,18,43.03695,116.07361
3.41416E+14,CA,6071,341416,1160425,310,11-Aug-93,1755,.,17,34.23778,116.07361
3.41416E+14,CA,6071,341416,1160425,460,11-Aug-93,2055,.,11,34.23778,116.07361
4.80508E+14,ID,16017,480508,1160431,100,7-Jul-93,1130,<,1,48.08556,116.07528
4.45529E+14,ID,16085,445529,1160432,40,28-Sep-94,1635,<,1,44.92472,116.07555
4.2535E+14,ID,16073,425350,1160433,155,20-Aug-96,1340,.,15,42.89722,116.07584
4.25631E+14,ID,16073,425631,1160435,100,9-Sep-80,1345,.,20,42.94194,116.07639
4.44539E+14,ID,16085,444539,1160435,66,8-Sep-94,1430,<,1,44.76083,116.07639
4.30042E+14,ID,16039,430042,1160437,103,20-Aug-80,1005,.,10,43.01167,116.07694
4.71607E+14,ID,16079,471607,1160453,150,16-Jul-96,1250,<,1,47.26861,116.08139
4.44234E+14,ID,16085,444234,1160459,65,7-Sep-94,1230,.,2,44.70944,116.08305
4.80513E+14,ID,16017,480513,1160501,,23-Jul-96,1150,<,1,48.08694,116.08361
4.45335E+14,ID,16085,445335,1160503,67,31-Aug-93,1215,.,1,44.89305,116.08417
4.45208E+14,ID,16085,445208,1160530,100,13-Aug-96,1310,<,1,44.86889,116.09167
4.33134E+14,ID,16001,433134,1160533,471,6-Aug-91,830,.,3,43.52612,116.0925
3.3272E+14,CA,6065,332720,1160537,491,14-Jun-79,850,.,2,33.45555,116.09361
4.25854E+14,ID,16073,425854,1160541,131,6-Aug-96,1015,.,18,42.98167,116.09472
4.3331E+14,ID,16001,433310,1160542,127,6-Aug-81,1206,.,3,43.55278,116.095
4.55732E+14,ID,16049,455732,1160547,283,11-Sep-93,1140,<,1,45.95889,116.09639
4.25939E+14,ID,16073,425939,1160552,20,19-Aug-80,1530,.,28,42.99417,116.09778
4.84232E+14,ID,16021,484232,1160558,180,3-Aug-94,1353,<,1,48.70889,116.09944
4.55545E+14,ID,16049,455545,1160601,300,20-Jul-95,910,<,1,45.92917,116.10028
4.55309E+14,ID,16049,455309,1160619,320,11-Aug-94,834,<,1,45.88583,116.10528
4.44415E+14,ID,16085,444415,1160619,55.5,8-Sep-94,1310,<,1,44.7375,116.10528
4.3284E+14,ID,16001,432840,1160625,,6-Aug-81,1040,.,3,43.47778,116.10694
4.32841E+14,ID,16001,432841,1160628,975,9-Jul-96,1505,.,2,43.47805,116.10778
4.21113E+14,ID,16073,421113,1160634,,21-Aug-91,1115,.,4,42.18695,116.10944
4.44032E+14,ID,16085,444032,1160640,72.8,14-Aug-96,1420,<,1,44.67556,116.11111
3.32929E+14,CA,6065,332929,1160641,510,12-Jun-79,730,.,70,33.49139,116.11139
4.55646E+14,ID,16049,455646,1160641,342,11-Sep-93,950,<,1,45.94611,116.11139
4.45626E+14,ID,16085,445626,1160645,52,29-Sep-94,1230,.,1,44.94056,116.1125
4.61246E+14,ID,16061,461246,1160702,110,15-Oct-90,1830,<,1,46.21278,116.11723
4.30229E+14,ID,16039,430229,1160706,60,12-Aug-92,1430,.,24,43.04139,116.11833
4.44302E+14,ID,16085,444304,1160711,52,9-Aug-90,1710,<,1,44.71777,116.11972
4.04457E+14,NV,32007,404457,1160726,100,20-Aug-91,1600,.,12,40.74916,116.12389
4.04242E+14,NV,32007,404242,1160740,,1-Sep-90,1700,.,8,40.71167,116.12778
4.73226E+14,ID,16079,473226,1160741,74,10-Aug-93,824,<,1,47.54055,116.12805
4.04605E+14,NV,32007,404605,1160749,175,20-Aug-91,1230,.,10,40.76805,116.13028
4.33337E+14,ID,16001,433337,1160750,280,8-Jul-94,1640,<,1,43.56027,116.13055
4.33406E+14,ID,16001,433401,1160760,48,6-Jul-92,1500,<,1,43.56694,116.13333
4.33246E+14,ID,16001,433238,1160802,1000,31-Aug-93,1500,.,10,43.54389,116.13389
4.25854E+14,ID,16073,425854,1160808,,21-Aug-80,1145,.,3,42.98167,116.13556
3.32916E+14,CA,6065,332916,1160830,531,14-Jun-79,1040,.,3,33.48778,116.14167
4.51205E+14,ID,16049,451205,1160838,,27-Jul-82,1720,<,1,45.20139,116.14389
4.61555E+14,ID,16061,461555,1160853,265,12-Aug-93,1450,<,1,46.26528,116.14806
3.62929E+14,NV,32023,362929,1160857,215,24-Mar-92,950,.,17,36.49139,116.14917
3.41843E+14,CA,6071,341843,1160904,85,29-Jul-93,1108,.,15,34.31194,116.15111
3.41843E+14,CA,6071,341843,1160904,180,29-Jul-93,1030,.,7,34.31194,116.15111
3.41843E+14,CA,6071,341843,1160904,395,29-Jul-93,922,.,1,34.31194,116.15111
3.41709E+14,CA,6071,341709,1160904,380,11-Aug-93,1025,.,21,34.28584,116.15111
3.41709E+14,CA,6071,341709,1160904,591,11-Aug-93,915,.,6,34.28584,116.15111
3.41709E+14,CA,6071,341709,1160904,285,13-Aug-93,845,.,86,34.28584,116.15111
4.33224E+14,ID,16001,433224,1160908,520,9-Jul-96,1245,.,2,43.54,116.15222
4.3342E+14,ID,16001,433420,1160919,70,18-Aug-93,1330,<,1,43.57223,116.15528
4.30242E+14,ID,16039,430242,1160920,560,24-Sep-80,1400,.,7,43.04499,116.15556
4.30242E+14,ID,16039,430242,1160921,560,23-Aug-96,1425,.,8,43.045,116.15583
4.33032E+14,ID,16001,433032,1160922,652,5-Nov-81,1145,.,3,43.50888,116.15611
4.80712E+14,ID,16017,480712,1160926,60,2-Aug-94,939,<,1,48.12,116.15722
4.33507E+14,ID,16001,433507,1160928,495,6-Aug-81,1223,.,14,43.58528,116.15778
4.33508E+14,ID,16001,433508,1160929,110,12-Jul-96,1300,.,6,43.58555,116.15806
4.5595E+14,ID,16049,455950,1160934,192,21-Jul-95,730,<,1,45.99722,116.15945
4.8433E+14,ID,16021,484330,1160941,81,25-Jul-96,855,<,1,48.72499,116.16139
4.33556E+14,ID,16001,433556,1160948,79,22-Nov-93,1315,.,10,43.59888,116.16333
4.85305E+14,ID,16021,485305,1161005,60,3-Aug-94,933,<,1,48.88472,116.16805
4.33326E+14,ID,16001,433326,1161011,399,15-Dec-93,1042,.,3,43.55722,116.16972
4.85803E+14,ID,16021,485803,1161016,146,24-Jul-96,1115,<,1,48.9675,116.17111
4.30035E+14,ID,16073,430035,1161018,74,20-Aug-80,1205,.,18,43.00972,116.17167
4.30035E+14,ID,16073,430035,1161018,94,6-Aug-96,1215,.,19,43.00972,116.17167
4.52501E+14,ID,16049,452501,1161019,,3-Jun-80,1730,.,1,45.41694,116.17194
4.61323E+14,ID,16061,461323,1161019,180,23-Aug-94,840,<,1,46.22306,116.17194
4.33506E+14,ID,16001,433506,1161028,32,11-Aug-92,1047,.,1,43.585,116.17445
4.85738E+14,ID,16021,485738,1161028,102,5-Aug-93,945,<,1,48.96056,116.17445
4.64656E+14,ID,16035,464656,1161032,356,3-Aug-95,1315,<,1,46.78222,116.17555
4.33348E+14,ID,16001,433348,1161033,396,23-Nov-93,1200,.,1,43.56333,116.17583
3.41801E+14,CA,6071,341801,1161046,320,12-Aug-93,1105,.,21,34.30028,116.17944
3.41801E+14,CA,6071,341801,1161046,390,12-Aug-93,920,.,4,34.30028,116.17944
3.41801E+14,CA,6071,341801,1161046,250,13-Aug-93,1030,.,69,34.30028,116.17944
4.33505E+14,ID,16001,433505,1161052,47,1-Sep-93,1100,.,3,43.58472,116.18111
4.81011E+14,ID,16017,481011,1161059,60,14-Jul-94,1007,<,1,48.16972,116.18305
4.51339E+14,ID,16049,451339,1161104,,28-Aug-80,1130,.,34,45.2275,116.18445
4.33608E+14,ID,16001,433606,1161106,500,27-Oct-93,1125,.,1,43.60167,116.185
4.71641E+14,ID,16079,471641,1161112,92,11-Aug-93,805,<,1,47.27806,116.18667
4.33759E+14,ID,16001,433759,1161115,282,6-Sep-95,1350,.,13,43.63306,116.1875
4.45923E+14,ID,16003,445923,1161116,150,23-Sep-92,1315,.,2,44.98972,116.18777
4.35537E+14,ID,16015,435537,1161116,392,15-Aug-96,1310,.,4,43.92694,116.18777
4.33531E+14,ID,16001,433531,1161124,15,26-Oct-81,1445,.,3,43.59195,116.19
4.61445E+14,ID,16061,461445,1161126,154,10-Aug-94,1145,<,1,46.24583,116.19055
4.33856E+14,ID,16001,433856,1161130,741,10-Aug-81,1242,.,31,43.64889,116.19167
4.33437E+14,ID,16001,433437,1161135,532,24-Aug-90,1530,.,5,43.57695,116.19305
4.33243E+14,ID,16001,433243,1161145,360,18-Aug-93,1100,.,3,43.54527,116.19583
4.33645E+14,ID,16001,433645,1161150,195,28-Oct-93,1432,.,3,43.6125,116.19722
4.33516E+14,ID,16001,433516,1161154,335,15-Jul-96,1145,.,4,43.58778,116.19833
4.33701E+14,ID,16001,433701,1161156,125,12-Oct-93,1015,.,5,43.61694,116.19889
4.62718E+14,ID,16035,462718,1161158,99,18-Jul-96,1200,<,1,46.45501,116.19945
4.35424E+14,ID,16015,435424,1161159,47,22-Aug-96,1345,<,1,43.90667,116.19972
4.33941E+14,ID,16001,433941,1161201,299,28-Oct-81,1015,.,9,43.66139,116.20028
4.80822E+14,ID,16017,480822,1161201,42,7-Jul-93,850,<,1,48.13944,116.20028
4.33646E+14,ID,16001,433646,1161209,46,18-Nov-93,1245,.,3,43.61278,116.2025
4.55234E+14,ID,16049,455234,1161210,325,1-Sep-93,1640,<,1,45.87611,116.20277
4.45757E+14,ID,16003,445757,1161211,,3-Jun-80,1000,.,8,44.96583,116.20306
4.33755E+14,ID,16001,433755,1161211,27,5-Aug-81,1000,.,5,43.63195,116.20306
4.449E+14,ID,16085,444860,1161214,,28-Jun-79,1030,<,1,44.81667,116.20389
4.73414E+14,ID,16079,473414,1161214,46,16-Aug-94,1445,<,1,47.57055,116.20389
4.33705E+14,ID,16001,433705,1161215,604,18-Nov-93,917,.,2,43.61806,116.20417
4.33703E+14,ID,16001,433703,1161217,300,18-Nov-93,1140,.,2,43.6175,116.20472
4.33642E+14,ID,16001,433642,1161220,630,15-Dec-93,1340,.,1,43.61167,116.20556
4.33659E+14,ID,16001,433659,1161228,26,3-Dec-93,1150,.,6,43.61639,116.20778
4.33453E+14,ID,16001,433453,1161233,,13-Oct-93,1030,.,2,43.58139,116.20917
4.32732E+14,ID,16001,432732,1161234,504,25-Aug-93,1045,.,8,43.45889,116.20944
4.33802E+14,ID,16001,433802,1161239,29,18-Oct-91,1015,.,4,43.63389,116.21083
4.63016E+14,ID,16035,463016,1161239,,10-Aug-95,825,<,1,46.50444,116.21083
4.3344E+14,ID,16001,433440,1161245,510,26-Oct-93,946,.,8,43.57778,116.2125
4.04718E+14,NV,32011,404718,1161247,,25-Aug-90,1000,.,52,40.78833,116.21306
3.41601E+14,CA,6071,341601,1161248,485,12-Jan-96,1200,<,1,34.26694,116.21333
3.41601E+14,CA,6071,341601,1161248,640,24-Jan-96,1430,.,43,34.26694,116.21333
4.33439E+14,ID,16001,433439,1161254,62,22-Nov-93,1030,.,2,43.5775,116.215
4.80551E+14,ID,16017,480851,1161256,60,23-Jul-96,1035,<,1,48.1475,116.21555
4.33627E+14,ID,16001,433627,1161259,435,21-Oct-93,1132,.,1,43.6075,116.21639
4.33417E+14,ID,16001,433417,1161306,,22-Nov-93,1235,.,3,43.57139,116.21833
4.33645E+14,ID,16001,433646,1161308,260,21-Oct-93,1052,.,2,43.61278,116.21889
4.05352E+14,NV,32011,405352,1161316,,28-Aug-90,1630,.,15,40.89778,116.22111
4.33546E+14,ID,16001,433546,1161318,190,11-Aug-92,1620,.,2,43.59611,116.22166
4.33707E+14,ID,16001,433707,1161322,300,20-Oct-93,1050,.,2,43.61861,116.22278
3.40901E+14,CA,6071,340901,1161323,429,23-Aug-96,1200,<,1,34.15028,116.22305
4.33651E+14,ID,16001,433651,1161324,330,21-Oct-93,1019,<,1,43.61417,116.22334
4.33007E+14,ID,16001,433007,1161335,800,25-Aug-93,1250,.,3,43.50195,116.22639
4.33723E+14,ID,16001,433723,1161335,254,6-Oct-93,930,<,1,43.62305,116.22639
4.33839E+14,ID,16001,433839,1161336,27,5-Aug-81,1320,.,16,43.64417,116.22667
4.33626E+14,ID,16001,433626,1161337,49,19-Oct-93,1145,.,8,43.60722,116.22694
4.33805E+14,ID,16001,433805,1161339,,27-Oct-93,1050,<,1,43.63472,116.2275
3.41909E+14,CA,6071,341909,1161341,572,30-Jan-87,1400,.,20,34.31917,116.22806
4.34131E+14,ID,16001,434131,1161342,460,26-Aug-93,1300,.,2,43.69194,116.22833
4.33606E+14,ID,16001,433606,1161342,97,1-Sep-93,1520,.,7,43.60167,116.22833
4.33737E+14,ID,16001,433737,1161343,40,27-Oct-93,955,.,3,43.62695,116.22861
4.33708E+14,ID,16001,433708,1161352,105,20-Oct-93,1020,.,2,43.61889,116.23111
4.33858E+14,ID,16001,433858,1161352,20,25-Oct-93,1155,.,20,43.64944,116.23111
4.33858E+14,ID,16001,433858,1161352,125,25-Oct-93,1115,.,21,43.64944,116.23111
4.33218E+14,ID,16001,433218,1161353,353,22-Aug-95,1608,.,2,43.53833,116.23139
4.32907E+14,ID,16001,432907,1161359,,25-Aug-92,1110,.,5,43.48528,116.23306
4.45729E+14,ID,16003,445729,1161359,140,12-Aug-96,1700,<,1,44.95806,116.23306
4.3262E+14,ID,16001,432620,1161401,400,18-Aug-95,835,.,3,43.43889,116.23361
4.33905E+14,ID,16001,433905,1161409,38,5-Aug-81,1430,.,26,43.65139,116.23583
4.33734E+14,ID,16001,433734,1161413,391,2-Sep-93,1110,.,1,43.62611,116.23695
4.33715E+14,ID,16001,433715,1161417,811,29-Jan-82,1205,<,1,43.62083,116.23805
4.05704E+14,NV,32011,405704,1161418,318,21-Aug-91,1130,.,4,40.95111,116.23833
4.33825E+14,ID,16001,433825,1161419,26,27-Oct-81,1545,.,6,43.64027,116.23861
4.84828E+14,ID,16021,484828,1161419,145,3-Aug-93,1015,.,2,48.80778,116.23861
4.3393E+14,ID,16001,433930,1161419,48,12-Aug-93,1200,.,17,43.65834,116.23861
4.32753E+14,ID,16001,432753,1161419,564,9-Jul-96,955,.,6,43.46472,116.23861
4.60017E+14,ID,16049,460017,1161421,154,10-Aug-94,754,<,1,46.00472,116.23917
3.40923E+14,CA,6071,340923,1161425,393,12-May-95,1530,.,3,34.15639,116.24028
4.33704E+14,ID,16001,433704,1161426,670,20-Oct-93,950,<,1,43.61777,116.24055
4.33705E+14,ID,16001,433705,1161429,200,20-Oct-93,925,.,1,43.61806,116.24139
4.33851E+14,ID,16001,433851,1161430,210,12-Jul-94,1230,.,3,43.6475,116.24167
4.84415E+14,ID,16021,484415,1161430,270,21-Jul-95,1110,.,10,48.7375,116.24167
4.62002E+14,ID,16061,462002,1161431,154,25-Aug-93,1335,<,1,46.33389,116.24194
4.33548E+14,ID,16001,433548,1161434,60,7-Aug-81,1355,.,24,43.59667,116.24277
4.33921E+14,ID,16001,433921,1161434,,4-Aug-92,1439,.,20,43.65584,116.24277
4.3382E+14,ID,16001,433820,1161434,20,7-Aug-92,745,.,9,43.63889,116.24277
4.45739E+14,ID,16003,445739,1161440,245,31-Aug-93,1420,<,1,44.96083,116.24445
3.41643E+14,CA,6071,341643,1161444,420,10-Jan-96,1830,.,9,34.27861,116.24555
3.41643E+14,CA,6071,341643,1161444,525,10-Jan-96,1400,.,9,34.27861,116.24555
3.41643E+14,CA,6071,341643,1161444,640,10-Jan-96,1945,.,14,34.27861,116.24555
3.41643E+14,CA,6071,341643,1161444,900,10-Jan-96,1600,<,1,34.27861,116.24555
4.33359E+14,ID,16001,433402,1161446,345,10-Aug-81,1405,.,3,43.56722,116.24611
4.70041E+14,ID,16079,470041,1161450,375,2-Oct-91,1345,<,1,47.01139,116.24722
4.32641E+14,ID,16001,432641,1161452,390,17-Sep-93,1300,.,4,43.44472,116.24778
4.35421E+14,ID,16015,435421,1161453,40,9-Sep-94,1345,.,2,43.90583,116.24805
4.30332E+14,ID,16073,430332,1161456,1560,18-Aug-80,1400,.,3,43.05889,116.24889
3.41836E+14,CA,6071,341836,1161500,600,25-Aug-78,0,.,2,34.31,116.25
4.33442E+14,ID,16001,433442,1161460,125,18-Nov-93,1135,.,8,43.57833,116.25
4.30109E+14,ID,16073,430109,1161502,2010,29-Aug-80,1200,.,4,43.01917,116.25056
4.34433E+14,ID,16001,434433,1161504,68,21-Aug-95,1208,.,5,43.7425,116.25111
4.33335E+14,ID,16001,433335,1161506,160,25-Aug-94,940,<,1,43.55972,116.25166
3.40804E+14,CA,6071,340804,1161517,,27-Aug-96,1630,.,8,34.13444,116.25472
4.3374E+14,ID,16001,433740,1161524,130,21-Oct-93,915,.,1,43.62778,116.25667
4.34343E+14,ID,16001,434343,1161525,250,21-Sep-94,1446,.,3,43.72861,116.25694
4.70013E+14,ID,16079,470013,1161529,,22-Aug-95,1315,<,1,47.00361,116.25806
3.41918E+14,CA,6071,341918,1161530,618,31-Jan-87,1200,.,2,34.32167,116.25833
4.85707E+14,ID,16021,485707,1161535,135,5-Aug-93,1144,<,1,48.95194,116.25972
4.33716E+14,ID,16001,433716,1161539,85,3-Nov-81,1005,.,9,43.62111,116.26083
4.3382E+14,ID,16001,433820,1161540,51,11-Jul-94,1230,<,1,43.63889,116.26111
4.33438E+14,ID,16001,433438,1161540,115,31-Aug-94,1240,.,2,43.57722,116.26111
4.3353E+14,ID,16001,433530,1161544,395,22-Sep-93,1245,.,1,43.59167,116.26222
4.34035E+14,ID,16001,434035,1161544,98,2-Aug-96,1230,.,8,43.67639,116.26222
4.61512E+14,ID,16061,461512,1161546,320,19-Jul-95,1305,<,1,46.25333,116.26278
4.33143E+14,ID,16001,433143,1161548,282,10-Jul-96,1620,.,4,43.52861,116.26334
4.71702E+14,ID,16079,471702,1161549,40,4-Aug-94,825,.,5,47.28389,116.26361
3.41804E+14,CA,6071,341804,1161551,600,16-Sep-78,1130,.,1,34.30111,116.26417
3.41843E+14,CA,6071,341843,1161552,600,15-Aug-78,1630,.,1,34.31194,116.26444
4.81326E+14,ID,16017,481323,1161553,110,27-Jul-94,917,<,1,48.22306,116.26472
4.33431E+14,ID,16001,433431,1161558,190,6-Aug-81,1550,.,3,43.57528,116.26611
4.30603E+14,ID,16073,430603,1161600,320,15-Sep-94,1405,.,16,43.10084,116.26667
4.33359E+14,ID,16001,433359,1161603,100,4-Nov-81,1100,.,5,43.56639,116.2675
4.34409E+14,ID,16001,434409,1161604,105,2-Aug-96,1510,.,9,43.73583,116.26778
4.33946E+14,ID,16001,433947,1161616,104,6-Jul-94,1410,.,1,43.66306,116.27111
4.33119E+14,ID,16001,433119,1161616,460,1-Aug-94,1245,.,3,43.52194,116.27111
4.34347E+14,ID,16001,434347,1161620,270,26-Aug-93,1100,.,14,43.72972,116.27222
4.73241E+14,ID,16079,473241,1161621,82,10-Aug-93,1218,<,1,47.54472,116.2725
4.33905E+14,ID,16001,433905,1161622,283,26-Oct-93,1110,<,1,43.65139,116.27278
3.6223E+14,NV,32023,362229,1161625,,19-Aug-92,1540,.,27,36.37473,116.27361
4.33736E+14,ID,16001,433736,1161628,420,25-Oct-93,1212,.,3,43.62667,116.27444
4.62551E+14,ID,16035,462551,1161629,315,10-Aug-94,1315,<,1,46.43083,116.27472
4.32613E+14,ID,16001,432613,1161629,322,11-Jul-96,1455,.,2,43.43694,116.27472
4.61155E+14,ID,16061,461155,1161637,396,6-Aug-96,1610,<,1,46.19861,116.27695
4.84408E+14,ID,16021,484408,1161638,38,29-Jul-93,1000,.,1,48.73555,116.27722
4.34404E+14,ID,16001,434404,1161640,230,19-Jul-91,1005,.,8,43.73444,116.27778
3.41829E+14,CA,6071,341829,1161644,540,17-Jan-96,1550,.,4,34.30805,116.27889
3.41829E+14,CA,6071,341829,1161644,660,18-Jan-96,1240,.,29,34.30805,116.27889
3.41829E+14,CA,6071,341829,1161644,370,23-Jan-96,1230,.,12,34.30805,116.27889
3.41829E+14,CA,6071,341829,1161644,790,23-Jan-96,1630,.,72,34.30805,116.27889
3.41826E+14,CA,6071,341826,1161645,618,31-Jan-87,1600,.,6,34.30722,116.27917
3.41825E+14,CA,6071,341825,1161645,570,11-Jan-96,945,.,3,34.30695,116.27917
4.05314E+14,NV,32011,405314,1161646,,30-Aug-90,1345,.,17,40.88722,116.27944
4.34005E+14,ID,16001,434005,1161660,158,7-Jul-94,1310,<,1,43.66806,116.28333
4.62736E+14,ID,16035,462736,1161702,,16-Oct-90,1030,<,1,46.46,116.28389
4.34128E+14,ID,16001,434128,1161702,150,25-Jul-95,1335,.,6,43.69111,116.28389
4.50219E+14,ID,16003,450219,1161708,51,29-Sep-94,925,.,1,45.03861,116.28555
4.60434E+14,ID,16049,460434,1161712,58,11-Aug-94,1040,<,1,46.07611,116.28667
4.33127E+14,ID,16001,433115,1161712,290,24-Aug-94,1115,.,2,43.52083,116.28667
4.34028E+14,ID,16001,434028,1161714,125,27-Oct-93,1145,.,2,43.67445,116.28722
4.71607E+14,ID,16079,471607,1161714,252,17-Aug-94,1300,<,1,47.26861,116.28722
4.33558E+14,ID,16001,433558,1161717,97,10-Aug-93,1420,.,7,43.59945,116.28806
4.45807E+14,ID,16003,445807,1161721,610,9-Sep-91,1450,<,1,44.96861,116.28917
4.33646E+14,ID,16001,433646,1161721,87,25-Oct-93,1250,.,9,43.61278,116.28917
4.33738E+14,ID,16001,433738,1161724,42,7-Aug-81,1100,.,6,43.62722,116.29
4.33417E+14,ID,16001,433417,1161727,117,17-Jul-91,1525,.,3,43.57139,116.29083
3.62532E+14,NV,32023,362532,1161727,,19-Aug-92,942,.,14,36.42556,116.29083
