STAID,STATE,FIPS,LAT_DMS , LON_DMS,WELLDPTH  ,SAMPDATE ,SAMPTIME,AS_RMRK,AS_CONC,LAT_DD,LON_DD
16S,2S,6N,6S,7S,10N,9S,5S,1S,10N,12N,12N
4.03717E+14,NJ,34000,403717,743855,0,,,-,1,40.62139,74.64861
3.93739E+14,NJ,34001,393737,743859,85,4-Oct-85,1440,<,1,39.62695,74.64972
4.04934E+14,NJ,34027,404934,743859,419,27-Feb-90,1750,<,1,40.82611,74.64972
4.05122E+14,NJ,34027,405122,743905,125,31-Oct-89,1200,<,1,40.85611,74.65139
4.0524E+14,NJ,34027,405240,743915,61,21-Aug-89,1250,<,1,40.87778,74.65417
4.02044E+14,NJ,34021,402044,743916,150,12-Jan-89,1200,<,1,40.34556,74.65444
4.02023E+14,NJ,34021,402023,743919,304,25-Oct-90,1110,<,1,40.33973,74.65528
4.05245E+14,NJ,34027,405245,743921,141,23-Aug-89,925,<,1,40.87916,74.65583
4.01833E+14,NJ,34021,401935,743926,306,18-Aug-89,1110,<,1,40.32639,74.65722
3.91152E+14,NJ,34009,391152,743927,834,19-Mar-85,1525,<,1,39.19778,74.6575
4.01927E+14,NJ,34021,401927,743927,301,9-Sep-87,1345,<,1,40.32416,74.6575
4.10713E+14,NJ,34037,410713,743937,102,9-Sep-91,1040,.,2,41.12028,74.66028
4.02027E+14,NJ,34021,402027,743942,300,12-Jan-89,1515,<,1,40.34084,74.66167
4.05237E+14,NJ,34027,405237,743942,445,21-Aug-89,1530,<,1,40.87695,74.66167
4.10654E+14,NJ,34037,410654,743959,173,10-Sep-91,1420,<,1,41.11501,74.66639
3.94036E+14,NJ,34001,394028,743960,76,8-Oct-85,1530,.,2,39.67445,74.66666
4.11817E+14,NJ,34037,411817,744004,600,21-Aug-95,1405,<,1,41.30472,74.66778
3.93822E+14,NJ,34001,393821,744006,96,1-Oct-85,1620,<,1,39.63917,74.66833
4.01951E+14,NJ,34021,401951,744011,305,29-Apr-88,1515,<,1,40.33084,74.66972
4.04543E+14,NJ,34000,404543,744011,0,,,<,1,40.76194,74.66972
4.11224E+14,NJ,34037,411224,744012,63,18-Jul-88,1540,<,1,41.20667,74.67
4.05006E+14,NJ,34027,405006,744020,345,23-Oct-89,1500,<,1,40.835,74.67223
4.01809E+14,NJ,34021,401809,744022,70,26-Oct-89,1140,<,1,40.3025,74.67278
4.02059E+14,NJ,34021,402059,744025,130,15-Aug-89,1505,<,1,40.34972,74.67361
4.02142E+14,NJ,34021,402142,744032,380,18-Aug-89,1425,<,1,40.36167,74.67555
4.25033E+14,NY,36057,425033,744034,,,,<,1,42.8425,74.67611
4.05236E+14,NJ,34027,405236,744043,100,20-Sep-89,1420,.,1,40.87667,74.67861
4.01957E+14,NJ,34021,401957,744053,131,3-Oct-89,1130,<,1,40.3325,74.68139
3.94608E+14,NJ,34005,394608,744054,46,3-Sep-81,1210,.,2,39.76889,74.68166
3.94608E+14,NJ,34005,394608,744054,100,3-Sep-81,1450,.,1,39.76889,74.68166
3.93359E+14,NJ,34001,393359,744056,176,5-Sep-85,1505,<,1,39.56639,74.68222
4.10012E+14,NJ,34037,410012,744103,30,25-Aug-95,1120,<,1,41.00333,74.68417
4.05258E+14,NJ,34027,405258,744104,400,27-Sep-89,1400,<,1,40.88278,74.68445
3.92959E+14,NJ,34001,392959,744107,80,6-Dec-88,1030,<,1,39.49972,74.68528
3.92335E+14,NJ,34000,392335,744108,0,,,<,1,39.39305,74.68555
4.05054E+14,NJ,34027,405054,744109,222,3-Nov-89,1400,<,1,40.84833,74.68584
4.05104E+14,NJ,34027,405104,744110,100,31-Aug-89,1400,<,1,40.85111,74.68611
4.05108E+14,NJ,34027,405108,744110,175,6-Sep-89,1220,<,1,40.85222,74.68611
4.02302E+14,NJ,34035,402302,744110,225,27-Oct-89,1510,<,1,40.38389,74.68611
4.047E+14,NJ,34000,404660,744112,0,,,<,1,40.78333,74.68667
3.93557E+14,NJ,34001,393557,744114,136,21-Jun-84,1600,<,1,39.59916,74.68723
3.93051E+14,NJ,34001,393047,744114,55,6-Sep-85,1700,<,1,39.51305,74.68723
4.0501E+14,NJ,34027,405010,744124,140,30-Aug-89,1410,<,1,40.83611,74.69
3.9305E+14,NJ,34000,393050,744125,0,,,<,1,39.51389,74.69028
3.9213E+14,NJ,34001,392131,744130,140,30-Oct-85,1140,<,1,39.35861,74.69167
3.90926E+14,NJ,34009,390926,744131,864,18-Mar-85,1305,<,1,39.15723,74.69195
4.02003E+14,NJ,34021,402003,744136,300,25-Oct-89,1130,<,1,40.33417,74.69334
4.02215E+14,NJ,34021,402215,744138,220,22-Apr-88,1400,.,23,40.37083,74.69389
4.02509E+14,NJ,34035,402509,744142,300,22-Mar-88,1500,.,5,40.41917,74.695
4.04949E+14,NJ,34027,404949,744145,110,6-Sep-89,1025,<,1,40.83027,74.69583
4.03239E+14,NJ,34035,403239,744147,150,22-Jul-87,1155,.,3,40.54417,74.69639
4.02253E+14,NJ,34035,402253,744147,45,12-Sep-94,1310,<,1,40.38139,74.69639
3.94939E+14,NJ,34000,394939,744147,0,,,<,1,39.8275,74.69639
3.93348E+14,NJ,34001,393348,744153,81,30-Mar-89,1245,<,1,39.56333,74.69806
4.04809E+14,NJ,34027,404809,744155,49,2-May-90,1400,<,1,40.8025,74.69861
4.04809E+14,NJ,34027,404809,744155,237,2-May-90,1620,<,1,40.8025,74.69861
3.90847E+14,NJ,34009,390847,744160,830,18-Mar-85,1350,.,1,39.14639,74.7
4.02545E+14,NJ,34035,402545,744160,155,30-Jun-88,1050,.,4,40.42917,74.7
4.05058E+14,NJ,34027,405058,744207,198,30-Aug-89,1010,<,1,40.84945,74.70194
4.00242E+14,NJ,34005,400242,744223,615,20-Aug-86,1330,<,1,40.045,74.70639
3.90747E+14,NJ,34009,390747,744241,802,18-Mar-85,1450,.,1,39.12972,74.71139
3.92445E+14,NJ,34001,392444,744243,139,26-Nov-85,1320,<,1,39.41222,74.71194
3.93459E+14,NJ,34001,393447,744245,80,3-Oct-85,1915,<,1,39.57972,74.7125
4.02601E+14,NJ,34035,402601,744246,117,14-Jul-88,1100,.,1,40.43361,74.71278
4.02043E+14,NJ,34021,402045,744248,223,21-Mar-88,1230,.,10,40.34583,74.71333
4.03456E+14,NJ,34035,403456,744248,250,2-Aug-88,1645,.,8,40.58222,74.71333
4.02321E+14,NJ,34035,402321,744251,,22-Mar-88,1245,.,5,40.38916,74.71416
4.05134E+14,NJ,34027,405134,744258,43,10-Aug-94,1300,<,1,40.85944,74.71611
4.0194E+14,NJ,34021,401940,744308,260,3-Aug-88,1430,.,11,40.32778,74.71889
4.01928E+14,NJ,34000,401928,744308,0,,,-,11,40.32444,74.71889
3.94422E+14,NJ,34005,394422,744309,17,6-Sep-84,1400,<,1,39.73945,74.71917
3.94422E+14,NJ,34005,394422,744309,65,6-Sep-84,1100,<,1,39.73945,74.71917
3.94422E+14,NJ,34005,394422,744309,260,20-Feb-86,1530,<,1,39.73945,74.71917
3.90545E+14,NJ,34009,390545,744326,839,19-Mar-85,1235,<,1,39.09583,74.72389
4.10614E+14,NJ,34037,410614,744329,250,24-Aug-88,1230,.,15,41.10389,74.72472
4.01955E+14,NJ,34021,401955,744330,98,4-Aug-88,1040,.,5,40.33194,74.725
3.90528E+14,NJ,34009,390528,744338,923,29-Aug-84,940,<,1,39.09111,74.72722
4.02207E+14,NJ,34021,402207,744342,290,28-Mar-88,1545,.,1,40.36861,74.72833
4.04848E+14,NJ,34027,404848,744342,65,30-Aug-89,1655,<,1,40.81333,74.72833
4.03021E+14,NJ,34035,403021,744343,480,21-Jul-87,1645,.,19,40.50584,74.72861
4.04823E+14,NJ,34027,404823,744344,61,31-Oct-89,1600,<,1,40.80639,74.72889
4.02142E+14,NJ,34021,402142,744348,400,23-Mar-88,1040,.,3,40.36167,74.73
3.91621E+14,NJ,34009,391621,744355,655,5-Apr-85,1340,<,1,39.2725,74.73194
3.92457E+14,NJ,34001,392457,744355,180,6-Feb-86,1230,<,1,39.41584,74.73194
3.94316E+14,NJ,34001,394316,744415,15,12-Nov-85,1325,<,1,39.72111,74.7375
4.04823E+14,NJ,34027,404823,744420,90,1-Nov-89,1700,<,1,40.80639,74.73889
4.05925E+14,NJ,34037,405925,744425,42,29-Aug-95,1140,<,1,40.99028,74.74028
3.94918E+14,NJ,34000,394918,744428,0,,,<,1,39.82167,74.74111
4.02556E+14,NJ,34035,402556,744430,200,4-Apr-88,1130,.,6,40.43222,74.74167
4.04944E+14,NJ,34000,404944,744431,0,,,<,1,40.82889,74.74194
3.9042E+14,NJ,34009,390420,744435,864,29-Aug-84,850,<,1,39.07222,74.74306
3.92709E+14,NJ,34001,392710,744440,347,18-Sep-85,1210,<,1,39.45278,74.74445
4.10851E+14,NJ,34037,410851,744443,170,18-Jul-88,1230,<,1,41.1475,74.74528
4.03326E+14,NJ,34000,403326,744448,0,,,-,5,40.55722,74.74667
4.11351E+14,NJ,34037,411351,744456,23,19-Sep-95,1630,.,1,41.23083,74.74889
3.93605E+14,NJ,34001,393604,744459,108,5-Sep-85,1105,<,1,39.60111,74.74973
4.04802E+14,NJ,34027,404802,744501,230,31-Aug-89,1835,<,1,40.80055,74.75027
4.0313E+14,NJ,34035,403130,744503,235,1-Jul-88,1450,.,6,40.525,74.75083
4.11349E+14,NJ,34037,411349,744503,30,22-Aug-95,1250,.,1,41.23028,74.75083
3.93819E+14,NJ,34001,393827,744508,58,2-Jul-87,1155,<,1,39.64083,74.75222
4.02023E+14,NJ,34021,402023,744508,200,22-Apr-88,1140,.,2,40.33973,74.75222
4.02359E+14,NJ,34021,402359,744512,175,4-Apr-88,1540,.,5,40.39972,74.75333
4.04811E+14,NJ,34027,404811,744515,200,2-Nov-89,1000,<,1,40.80306,74.75417
4.04805E+14,NJ,34027,404805,744516,105,29-Aug-89,1615,<,1,40.80139,74.75445
4.02418E+14,NJ,34021,402418,744520,275,28-Mar-88,1330,.,1,40.405,74.75555
4.02123E+14,NJ,34021,402123,744521,130,21-Apr-88,1420,.,8,40.35638,74.75584
4.10727E+14,NJ,34037,410727,744523,340,13-Aug-93,1105,.,1,41.12417,74.75639
3.90323E+14,NJ,34009,390323,744525,881,20-Mar-85,1035,.,1,39.05639,74.75694
4.03517E+14,NJ,34019,403517,744525,101,12-Aug-94,1200,<,1,40.58805,74.75694
4.10407E+14,NJ,34037,410407,744526,370,17-Sep-93,1010,<,1,41.06861,74.75723
4.1074E+14,NJ,34037,410740,744529,156,13-Aug-93,1300,<,1,41.12778,74.75806
3.90314E+14,NJ,34009,390314,744532,860,20-Mar-85,855,.,1,39.05389,74.75889
4.03423E+14,NJ,34000,403423,744536,0,,,-,4,40.57306,74.76
3.90301E+14,NJ,34009,390301,744545,883,20-Mar-85,945,.,1,39.05028,74.7625
4.04712E+14,NJ,34027,404712,744547,118,20-Sep-94,1245,<,1,40.78667,74.76305
3.92225E+14,NJ,34001,392225,744549,55,19-Nov-85,1650,<,1,39.37362,74.76361
4.04751E+14,NJ,34027,404751,744556,298,29-Aug-89,1315,<,1,40.7975,74.76556
3.92552E+14,NJ,34001,392552,744557,40,15-Nov-85,1500,<,1,39.43111,74.76583
3.93935E+14,NJ,34001,393927,744602,65,5-Feb-86,1245,<,1,39.6575,74.76722
3.93907E+14,NJ,34001,393928,744603,96,6-Jul-87,1326,<,1,39.65778,74.7675
3.92933E+14,NJ,34001,392933,744604,160,10-Feb-86,1600,<,1,39.4925,74.76778
4.02131E+14,NJ,34021,402131,744611,150,22-Aug-85,1345,.,1,40.35862,74.76972
4.02314E+14,NJ,34021,402314,744611,380,21-Mar-88,1415,.,4,40.38722,74.76972
4.04813E+14,NJ,34027,404813,744617,123,28-Sep-89,1550,<,1,40.80361,74.77139
3.91807E+14,NJ,34001,391826,744620,111,29-Oct-85,1620,<,1,39.30722,74.77222
3.9182E+14,NJ,34001,391820,744622,120,5-Dec-88,1030,<,1,39.30556,74.77278
3.92557E+14,NJ,34001,392550,744626,60,27-Feb-86,1210,<,1,39.43055,74.77389
4.03452E+14,NJ,34000,403452,744633,0,,,-,3,40.58111,74.77583
4.0204E+14,NJ,34021,402040,744635,600,23-Mar-88,1235,.,8,40.34444,74.77639
4.0243E+14,NJ,34021,402430,744640,250,4-Apr-88,1345,.,11,40.40834,74.77778
4.02154E+14,NJ,34000,402154,744648,0,,,-,5,40.365,74.78
4.02E+14,NJ,34021,401960,744658,400,24-Mar-88,1520,.,6,40.33333,74.78278
4.02633E+14,NJ,34019,402633,744711,350,17-Aug-88,1550,.,3,40.4425,74.78639
4.02708E+14,NJ,34019,402708,744714,145,30-Jun-88,1652,.,9,40.45222,74.78722
3.927E+14,NJ,34001,392738,744727,148,26-Nov-85,1550,<,1,39.46056,74.79083
3.93813E+14,NJ,34001,393815,744728,100,4-Sep-85,1715,<,1,39.6375,74.79111
3.92758E+14,NJ,34001,392658,744730,65,19-Nov-85,1200,<,1,39.44944,74.79166
4.04453E+14,NJ,34000,404453,744735,0,,,<,1,40.74805,74.79305
4.01905E+14,NJ,34021,401905,744736,300,24-Mar-88,1410,.,4,40.31805,74.79333
4.047E+14,NJ,34027,404660,744738,,26-Oct-89,1200,<,1,40.78333,74.79389
4.04347E+14,NJ,34000,404347,744739,0,,,-,29,40.72972,74.79417
4.01823E+14,NJ,34021,401823,744743,135,26-Apr-88,1100,.,3,40.30639,74.79528
4.04625E+14,NJ,34027,404625,744744,125,24-Oct-89,1300,<,1,40.77361,74.79556
3.90704E+14,NJ,34009,390704,744750,654,20-Mar-85,1245,<,1,39.11777,74.79723
4.01947E+14,NJ,34021,401947,744750,272,23-Jun-88,1310,.,4,40.32973,74.79723
4.05003E+14,NJ,34000,405003,744801,0,,,<,1,40.83417,74.80028
4.04508E+14,NJ,34027,404508,744802,97,3-Nov-89,1630,<,1,40.75222,74.80055
4.04624E+14,NJ,34027,404624,744803,175,27-Oct-89,1000,<,1,40.77333,74.80083
4.03303E+14,NJ,34000,403303,744806,0,,,-,4,40.55083,74.80167
4.02149E+14,NJ,34021,402149,744810,215,11-Apr-88,1355,<,1,40.36361,74.80278
3.9353E+14,NJ,34001,393530,744811,20,18-Dec-85,1110,<,1,39.59166,74.80305
3.95735E+14,NJ,34005,395730,744816,401,14-Sep-82,955,.,1,39.95834,74.80444
3.93242E+14,NJ,34001,393241,744818,38,13-Nov-85,1620,<,1,39.54472,74.805
3.9185E+14,NJ,34001,391850,744818,102,26-Nov-85,1100,<,1,39.31389,74.805
3.93523E+14,NJ,34001,393523,744818,20,18-Dec-85,1200,<,1,39.58972,74.805
3.93931E+14,NJ,34001,393932,744820,165,22-Nov-88,1630,<,1,39.65889,74.80556
3.94034E+14,NJ,34000,394034,744820,0,,,<,1,39.67611,74.80556
3.93604E+14,NJ,34001,393604,744824,125,2-Oct-85,1000,<,1,39.60111,74.80666
3.93758E+14,NJ,34001,393757,744825,328,18-Feb-86,1525,<,1,39.6325,74.80695
4.04126E+14,NJ,34000,404126,744825,0,,,<,1,40.69056,74.80695
4.05227E+14,NJ,34041,405227,744827,120,14-Sep-92,1040,<,1,40.87417,74.8075
4.00703E+14,NJ,34005,400703,744832,134,2-Jul-85,1430,<,1,40.1175,74.80889
4.01753E+14,NJ,34021,401753,744835,300,18-Aug-88,1425,.,2,40.29805,74.80972
3.90608E+14,NJ,34009,390611,744838,230,25-Sep-84,1515,<,1,39.10305,74.81055
3.93625E+14,NJ,34001,393631,744840,100,8-Jul-87,1110,<,1,39.60861,74.81111
4.02147E+14,NJ,34021,402147,744841,120,4-Aug-88,1430,<,1,40.36306,74.81139
3.93117E+14,NJ,34000,393117,744841,0,,,<,1,39.52139,74.81139
4.05527E+14,NJ,34041,405527,744842,24,28-Aug-95,1150,<,1,40.92417,74.81167
4.03524E+14,NJ,34019,403524,744850,85,31-Aug-94,1105,.,1,40.59,74.81389
4.05112E+14,NJ,34041,405112,744852,143,26-Aug-92,1340,<,1,40.85333,74.81445
4.00612E+14,NJ,34005,400612,744853,192,16-Dec-82,1300,.,1,40.10333,74.81472
4.05113E+14,NJ,34041,405113,744853,37,9-Sep-92,1140,<,1,40.85361,74.81472
3.93727E+14,NJ,34001,393733,744908,62,23-Jul-87,1130,<,1,39.62583,74.81889
4.02446E+14,NJ,34019,402446,744908,100,31-Mar-88,1210,<,1,40.41278,74.81889
3.95413E+14,NJ,34005,395413,744922,536,14-Sep-82,1105,.,1,39.90361,74.82278
4.0523E+14,NJ,34041,405230,744925,123,28-Sep-90,1130,<,1,40.875,74.82361
4.04546E+14,NJ,34027,404546,744926,,24-Oct-89,1600,<,1,40.76278,74.82389
3.93414E+14,NJ,34001,393414,744927,95,6-Sep-85,1245,<,1,39.57056,74.82417
4.00707E+14,NJ,34005,400706,744930,120,3-Jul-86,1200,<,1,40.11833,74.825
3.92241E+14,NJ,34001,392241,744933,70,2-Dec-88,1045,<,1,39.37806,74.82584
3.93856E+14,NJ,34001,393856,744939,80,17-Oct-85,1430,<,1,39.64888,74.8275
4.00535E+14,NJ,34005,400535,744941,146,2-Jul-85,1200,<,1,40.09306,74.82806
4.02128E+14,NJ,34021,402128,744945,115,30-Mar-88,1530,<,1,40.35778,74.82917
4.04354E+14,NJ,34019,404354,744945,71,1-Nov-89,1030,<,1,40.73167,74.82917
3.95316E+14,NJ,34005,395316,744946,536,14-Sep-82,1155,.,1,39.88778,74.82944
4.00524E+14,NJ,34005,400524,744951,146,2-Jul-85,1215,.,1,40.09,74.83083
3.9235E+14,NJ,34001,392428,744953,57,3-Oct-85,1450,<,1,39.40777,74.83139
3.94038E+14,NJ,34007,394038,744958,151,21-Dec-88,1400,<,1,39.67722,74.83278
4.04244E+14,NJ,34019,404259,744958,265,30-Oct-89,1600,<,1,40.71638,74.83278
4.04431E+14,NJ,34019,404431,744958,198,2-Nov-89,1330,<,1,40.74194,74.83278
3.90805E+14,NJ,34000,390805,745000,0,,,<,1,39.13472,74.83334
4.04318E+14,NJ,34019,404318,745004,123,1-Nov-89,1330,<,1,40.72167,74.83444
4.02407E+14,NJ,34019,402407,745005,42,30-Aug-94,1440,<,1,40.40194,74.83472
4.02242E+14,NJ,34021,402242,745006,173,15-Sep-89,1145,.,6,40.37833,74.835
4.01552E+14,NJ,34021,401553,745012,300,18-Sep-84,1300,<,1,40.26472,74.83667
4.03215E+14,NJ,34019,403215,745024,502,29-Jul-87,1100,.,2,40.5375,74.84
3.95524E+14,NJ,34005,395524,745025,410,30-Aug-82,1225,.,1,39.92333,74.84028
3.95525E+14,NJ,34005,395525,745025,750,31-Aug-82,1455,<,1,39.92361,74.84028
3.95525E+14,NJ,34005,395524,745025,1140,18-Oct-82,1710,<,1,39.92333,74.84028
3.95524E+14,NJ,34005,395524,745025,263,10-Sep-85,1145,<,1,39.92333,74.84028
4.01819E+14,NJ,34021,401819,745028,205,21-Apr-88,1220,.,5,40.30528,74.84111
3.93629E+14,NJ,34001,393627,745029,98,10-Jul-87,1240,<,1,39.6075,74.84139
4.01846E+14,NJ,34021,401846,745046,235,15-Aug-88,1500,.,4,40.31278,74.84611
4.01658E+14,NJ,34021,401658,745050,,,,-,2,40.28278,74.84722
4.00538E+14,NJ,34005,400538,745053,49,9-Sep-85,1100,<,1,40.09388,74.84805
3.90211E+14,NJ,34009,390213,745056,252,27-Aug-85,1400,<,1,39.03695,74.84889
3.93346E+14,NJ,34001,393346,745056,19,26-Feb-86,1520,.,6,39.56277,74.84889
4.02351E+14,NJ,34019,402351,745056,100,25-Apr-88,1450,.,2,40.3975,74.84889
4.02358E+14,NJ,34019,402358,745103,,21-Jun-88,1530,.,1,40.39944,74.85083
4.11151E+14,NJ,34037,411151,745107,300,20-Sep-91,1255,<,1,41.1975,74.85194
4.04314E+14,NJ,34019,404314,745110,150,6-Nov-89,1150,<,1,40.72055,74.85278
4.04416E+14,NJ,34019,404355,745111,545,30-Oct-89,1300,<,1,40.73195,74.85306
3.93627E+14,NJ,34001,393627,745114,38,10-Dec-85,1030,<,1,39.6075,74.85389
3.93712E+14,NJ,34001,393710,745123,104,26-Jul-85,1145,<,1,39.61945,74.85639
3.94107E+14,NJ,34007,394107,745123,144,21-Dec-88,1030,<,1,39.68528,74.85639
3.91946E+14,NJ,34001,391946,745124,73,13-Nov-85,1030,<,1,39.32944,74.85667
4.04216E+14,NJ,34019,404216,745149,150,6-Nov-89,1615,<,1,40.70444,74.86361
4.02756E+14,NJ,34019,402756,745150,300,22-Jul-87,900,.,16,40.46556,74.86389
4.00324E+14,NJ,34005,400324,745152,80,6-Jun-86,1200,.,2,40.05667,74.86444
4.00324E+14,NJ,34005,400324,745152,,6-Jun-86,906,<,1,40.05667,74.86444
4.03532E+14,NJ,34019,403532,745152,20,27-Sep-94,1320,<,1,40.59222,74.86444
4.02735E+14,NJ,34000,402735,745154,0,,,-,3,40.45972,74.865
4.04432E+14,NJ,34019,404432,745156,200,29-Sep-89,1400,<,1,40.74222,74.86555
3.95247E+14,NJ,34005,395247,745157,555,15-Aug-85,1320,<,1,39.87973,74.86584
4.02157E+14,NJ,34019,402157,745203,60,4-Oct-89,1140,.,3,40.36583,74.8675
4.05919E+14,NJ,34041,405919,745206,153,9-Sep-91,1415,<,1,40.98861,74.86833
4.02247E+14,NJ,34019,402247,745215,250,21-Sep-89,1130,<,1,40.37972,74.87083
4.0001E+14,NJ,34005,400010,745216,441,17-Sep-86,1245,<,1,40.00278,74.87111
4.02241E+14,NJ,34019,402241,745219,460,28-Sep-89,1650,<,1,40.37806,74.87195
4.02132E+14,NJ,34019,402132,745221,350,29-Sep-89,1535,.,17,40.35889,74.8725
4.0214E+14,NJ,34019,402140,745223,122,13-Sep-89,1515,.,3,40.36111,74.87305
4.02141E+14,NJ,34019,402141,745223,100,29-Sep-89,1155,.,2,40.36139,74.87305
4.02003E+14,NJ,34021,402003,745225,247,7-Sep-89,1205,<,1,40.33417,74.87361
4.05359E+14,NJ,34041,405359,745225,212,21-Sep-92,1345,<,1,40.89972,74.87361
3.90643E+14,NJ,34000,390643,745225,0,,,<,1,39.11194,74.87366
4.10928E+14,NJ,34037,410928,745228,55,30-Sep-92,1500,<,1,41.15778,74.87444
4.01824E+14,NJ,34000,401824,745228,0,,,-,3,40.30667,74.87444
4.0211E+14,NJ,34019,402110,745230,148,21-Sep-89,1440,.,5,40.35278,74.875
4.01852E+14,NJ,34000,401852,745238,0,,,-,4,40.31445,74.87722
4.02232E+14,NJ,34019,402232,745239,300,7-Sep-89,1715,<,1,40.37556,74.8775
4.00409E+14,NJ,34005,400409,745247,130,10-Sep-85,1400,<,1,40.06917,74.87972
4.00418E+14,NJ,34005,400418,745250,112,10-Sep-85,1150,<,1,40.07167,74.88055
4.02151E+14,NJ,34019,402151,745253,299,5-Dec-90,1440,.,6,40.36417,74.88139
4.00418E+14,NJ,34005,400418,745255,114,10-Sep-85,1020,<,1,40.07167,74.88194
4.00404E+14,NJ,34005,400404,745301,132,12-Aug-82,1130,.,1,40.06778,74.88361
4.10914E+14,NJ,34037,410914,745304,95,18-Sep-91,1150,<,1,41.15388,74.88445
4.00158E+14,NJ,34005,400201,745308,255,3-Jul-85,1215,<,1,40.03361,74.88556
4.04838E+14,NJ,34041,404838,745308,333,16-Sep-93,1600,<,1,40.81055,74.88556
4.02103E+14,NJ,34019,402103,745312,193,19-Sep-89,1205,.,8,40.35083,74.88667
4.02054E+14,NJ,34019,402054,745317,191,8-Sep-89,1500,.,7,40.34833,74.88805
4.04204E+14,NJ,34019,404204,745319,330,19-Sep-89,1030,<,1,40.70111,74.88861
4.0025E+14,NJ,34005,400250,745321,256,3-Jul-85,1015,<,1,40.04722,74.88917
4.00417E+14,NJ,34005,400417,745322,105,30-Jul-82,1030,.,1,40.07139,74.88944
4.02134E+14,NJ,34019,402134,745323,100,28-Sep-89,1340,.,4,40.35944,74.88972
3.9302E+14,NJ,34001,393004,745336,47,1-Nov-85,1100,<,1,39.50111,74.89333
3.93035E+14,NJ,34000,393035,745336,0,,,<,1,39.50973,74.89333
3.92731E+14,NJ,34001,392732,745342,194,16-Oct-85,1315,<,1,39.45889,74.895
4.02154E+14,NJ,34019,402154,745345,151,26-Sep-89,1150,.,13,40.365,74.89584
4.05859E+14,NJ,34041,405859,745346,245,17-Sep-93,1115,<,1,40.98305,74.89611
4.02146E+14,NJ,34019,402146,745351,428,3-Dec-90,1215,.,16,40.36278,74.8975
4.02149E+14,NJ,34019,402149,745352,460,12-Sep-89,1045,.,2,40.36361,74.89778
3.9284E+14,NJ,34001,392836,745353,85,12-Aug-87,1245,<,1,39.47667,74.89806
4.02036E+14,NJ,34019,402036,745354,380,4-Oct-89,1640,.,8,40.34333,74.89833
4.0202E+14,NJ,34021,402020,745356,220,22-Sep-89,1135,.,2,40.33889,74.89889
4.02146E+14,NJ,34019,402146,745357,290,21-Sep-89,1245,.,5,40.36278,74.89917
4.02141E+14,NJ,34019,402141,745358,63.5,11-Aug-94,1415,<,1,40.36139,74.89944
4.0213E+14,NJ,34019,402130,745400,504,13-Sep-89,1205,<,1,40.35833,74.9
4.00225E+14,NJ,34005,400225,745402,199,17-Dec-82,1440,.,1,40.04028,74.90056
4.05222E+14,NJ,34041,405222,745407,128,27-Aug-92,1155,<,1,40.87278,74.90195
4.00104E+14,NJ,34005,400103,745409,316,13-Sep-84,1415,.,1,40.01751,74.9025
4.02133E+14,NJ,34019,402133,745414,175,13-Sep-89,1410,<,1,40.35917,74.90389
4.0264E+14,NJ,34000,402640,745415,0,,,-,57,40.44444,74.90417
3.95233E+14,NJ,34005,395233,745418,500,1-Sep-82,1450,.,1,39.87584,74.905
3.94446E+14,NJ,34007,394446,745418,125,12-Dec-88,1445,<,1,39.74611,74.905
4.02134E+14,NJ,34019,402134,745419,425,14-Sep-89,1115,.,7,40.35944,74.90528
4.02133E+14,NJ,34019,402133,745424,110,12-Sep-89,1430,.,8,40.35917,74.90667
3.90058E+14,NJ,34009,390056,745426,257,6-Sep-85,1040,<,1,39.01556,74.90722
4.00038E+14,NJ,34005,400038,745428,130,25-Jun-86,1100,<,1,40.01056,74.90778
4.03319E+14,NJ,34019,403319,745428,110,22-Jun-88,1030,.,2,40.55527,74.90778
4.03923E+14,NJ,34019,403923,745433,115,11-Sep-91,1325,<,1,40.65639,74.90916
4.02017E+14,NJ,34021,402017,745440,150,13-Sep-89,1815,<,1,40.33805,74.91111
3.90425E+14,NJ,34009,390425,745446,210,5-Sep-85,1450,<,1,39.07361,74.91278
4.02124E+14,NJ,34019,402124,745447,205,14-Sep-89,1415,.,5,40.35667,74.91306
4.10452E+14,NJ,34037,410452,745447,250,12-Aug-93,1230,<,1,41.08112,74.91306
3.95936E+14,NJ,34005,395936,745452,338,16-Aug-85,1020,<,1,39.99333,74.91444
4.02829E+14,NJ,34019,402829,745456,280,21-Jul-87,1120,.,1,40.47472,74.91556
3.85612E+14,NJ,34009,385612,745457,331,23-Sep-86,1350,<,1,38.93667,74.91583
4.02112E+14,NJ,34019,402112,745457,175,22-Sep-89,1505,.,2,40.35333,74.91583
4.04653E+14,NJ,34041,404653,745502,198,12-Aug-93,1545,<,1,40.78139,74.91722
3.95344E+14,NJ,34005,395315,745503,441,1-Sep-82,1530,.,1,39.8875,74.9175
3.95615E+14,NJ,34005,395615,745512,640,3-Sep-85,1120,<,1,39.9375,74.92
4.00405E+14,NJ,34005,400405,745517,51,14-Aug-85,1435,<,1,40.06805,74.92139
4.00404E+14,NJ,34005,400404,745520,57,14-Aug-85,1555,<,1,40.06778,74.92223
3.92757E+14,NJ,34011,392757,745528,95,10-Aug-87,1220,.,4,39.46583,74.92445
3.9562E+14,NJ,34005,395620,745529,643,3-Sep-85,1230,<,1,39.93889,74.92472
